id,tanggal,kalimat,ket
NULL,2021-04-20,"@schfess iya guru ku rata² ky gtu, ga kasi penjelasan materi eh tiba² ngasih banyak tugas, mana deadline nya suka mepet lgimungkin ini kali ya alasan pembelajaran daring bikin stress",1
NULL,2021-04-20,"@__MV_llestari__ Kyae semua siswa dl ngarepnya gini ini deh Kak, aampe akhirnya pandemi bnrn ngabulin keinginan mrk, &amp;sktr pertengahan maret kmrn aq nyeletuk ke siswa2 q (saat mendampingi pembelajaran daring via radio fm sekolah), q blg: gmn, enak libur setahun? Kompak mrk mnjwb: tidak bu!! 😄😄",1
NULL,2021-04-20,"Dicurhati temen yang jadi guru, gara-gara pembelajaran daring akibat pandemi eh giliran skrg udah mulai uji coba tatap muka ada beberapa siswanya gamau masuk sekolah ditambah orang tuanya nggak kooperatif.  Yaudah bu, gapapa anak saya nggak naik kelas Anjir banget ga sih😭",1
NULL,2021-04-20,"Belajar tatap muka di sekolah menjadi salah satu hal yang dinantikan oleh setiap siswa yang sudah setahun melakukan proses pembelajaran secara daring. Hari ini bersama satgas covid-19 Kecamatan Jepon melakukan monitoring Pembelajaran Tatap Muka ( PTM ) di SD N 1 dan 2 Kawengan https://t.co/fFRwdn1YSj",0
NULL,2021-04-20,"@subschfess les aja nder, kan sekarang pembelajaran juga masih daring gada tatap muka, kalaupun tatap muka juga kan pake masker jadi gakeliatan giginya, nanti aja kalo dah masuk univ",0
NULL,2021-04-20,"Kuliah daring gak masalah asal kampus punya sistem pembelajaran (e-class) &amp; siakad (rekap presensi, jurnal kuliah) yang bagus. https://t.co/KeEFKgiYMr",0
NULL,2021-04-20,"✨TWITTER PLEASE DO YOUR MAGIC✨Saya sedang melakukan penelitian terkait kondisi ketika mahasiswa melakukan online learning di masa pandemi. Saya membutuhkan responden untuk mengisi kuisioner penelitian saya, kriterianya mahasiswa yg melakukan pembelajaran daring.",0
NULL,2021-04-20,"Tak dapat dipungkiri, pandemi covid-19 menyulut perubahan di berbagai sektor kehidupan. Salah satunya adalah pendidikan.Kebijakan pembelajaran daring yang dikeluarkan pemerintah, nyatanya tidak seefektif yang dibayangkan.",1
NULL,2021-04-20,"Siswa SD harus bisa pembelajaran PTM. Karena akan kesulitan mengajar anak yang masih harus diberi perhatian secara khusus. Belum lagi saat mengkonsep begitu proses pembelajaran daring yang menguras energi cukup banyak..#PTM #sekolah #kemendikbudhttps://t.co/Iat4COvGRF",0
NULL,2021-04-20,"(4/5)Sedangkan dari responden dosen menunjukkan 986 (61%) memilih metode bauran (Blended Learning), 489 dosen (30%) memilih metode daring penuh, dan hanya 135 dosen (9%) yang memilih metode pembelajaran tatap muka penuh.",0
NULL,2021-04-20,"(3/5)Hasilnya, sebanyak 9097 responden mahasiswa (48%) memilih metode bauran (Blended Learning), 5250 mahasiswa (28%) memilih metode daring penuh, serta 4576 (24%) lagi memilih metode pembelajaran tatap muka penuh.",0
NULL,2021-04-20,"@schfess pro bikes GUE GAKUAT PEMBELAJARAN DARING GA NGERTI APAPUN😭",1
NULL,2021-04-20,"Pembelajaran daring berdampak kepada anak yg kurang siap belajar mandiri https://t.co/trmZAF777O",1
NULL,2021-04-20,"Wali Kota Malang, Sutiaji mengatakan, pembelajaran secara daring selama pandemi Covid-19 meningkatkan kekerasan dalam rumah tangga. https://t.co/W1dm2xix0W",1
NULL,2021-04-20,"@caseyhanasal @moviemenfes Dan ditutup hingga waktu yang belum ditentukan. Para warga sekolah yang terdeteksi covid19 akan diarahkan untuk karantina di azkaban. Selanjutnya, kegiatan pembelajaran akan dilakukan via daring melalui rumah masing masing.",1
NULL,2021-04-20,"semoga ini bisa jadi reminder, buat aku serta temen  sekalian yang mungkin merasakan hal serupa, supaya jangan terlena. menurutku sih pembelajaran luring dan daring itu punya  pressure  yang berbeda.peace✌",0
NULL,2021-04-20,"Pembelajaran Daring, Solusi Belajar saat Krisis Covid-19 https://t.co/uTsjGjTqA7",0
NULL,2021-04-20,"Kepala Dinas Pendidikan Kabupaten Klaten, Dr. Wardani Sugiyanto, M.Pd. Melaksanakan Kegiatan Monitoring Pembelajaran Daring Maupun Tatap Muka di SMP N 2 Klaten dan SMP N 7 Klaten, Monitoring Tersebut Melalui Video Call. Selengkapnya --&gt; https://t.co/nvCjIr46nL",0
NULL,2021-04-20,"Kementerian Pendidikan dan Kebudayaan melakukan survey ini sebagai bahan kajian untuk pembelajaran daring selanjutnya.Yuk, dukung kegiatan ini dengan mengisi surveinya ya Kema, di link berikuthttps://t.co/2AFyWiJ369https://t.co/2AFyWiJ369Dengan Cinta,Padjadjaran Care.",0
NULL,2021-04-20,"[ SURVEY SATU TAHUN PEMBELAJARAN DARING ]Selamat pagi, Kema Unpad!Sehubungan dengan telah berjalannya pembelajaran daring selama satu tahun, Direktorat Jenderal Pendidikan Tinggi, https://t.co/D5tU23CgMS",0
NULL,2021-04-20," Terus terang, Ujian Sekolah ini membuat saya cukup deg-degan juga mengingat hampir setahun lebih ini pembelajaran dilakukan secara daring  #Headlinehttps://t.co/vVIkBFoWSS",0
NULL,2021-04-20,"@dims_w Dampak pembelajaran olahraga daring trssss",1
NULL,2021-04-20,"@schfess tapi kontranya, selama pembelajaran daring kita cuman disuruh ngejar nilai tanpa ngerti materinya terus kalo tiba-tiba ulangan di sekolah jadi kelimpungan 🤧",1
NULL,2021-04-20,"pro, mungkin emang uda saatnya buat mulai new normal?? sebenernya gapapa sih kalo masih online tapi fasilitas pembelajaran tiap sekolah uda mencukupi buat kegiatan daring, gurunya juga bisa menyesuaikan. tapi kalo kasusnya kaya sekolah gue sih kayanya ogah buat online lagi https://t.co/jkPUO9va5q",0
NULL,2021-04-20,"Tidak semua anak mampu memiliki aplikasi pembelajaran berbayar, sementara orang tua sudah dibebani biaya quota internet selama pembelajaran daring ini. Untuk itu teman saya berinisiatif membantu anak2 khususnya dlm mata pelajaran MATEMATIKA dan FISIKA tingkat SMP dan SMA .",0
NULL,2021-04-20,"Pembelajaran tatap muka bagaimana pun melahirkan experience yang berbeda dibanding daring,” kata Anggota Komisi E DPRD Jawa Timur yang membidangi pendidikan, Deni Wicaksono, Senin (19/4/2021).",0
NULL,2021-04-19,"Yayasan tempat saya mengajar pun demikian. Sejak pandemi, pembelajaran tetap berlangsung dengan skema daring dan luring. Teknologi menjafi jembatan untuk melaksanakan pendidikan dan pembelajaran.",0
NULL,2021-04-19,"#913. Ribet? Repot? Banyak biaya? YES!Itu adl konsekuensi yg harus dilalui klo memang ingin pembelajaran luring dilakukan saat pendemi.Klo gak mampu? Sdm gak ada, duit gak ada?Ya gak usa luring. Lanjut daring aja. Jangan dipaksa!DEMI KEBAIKAN BERSAMA",0
NULL,2021-04-19,"Simak:Yang hanya terjadi pada pembelajaran daring:https://t.co/J8pAFIFmKP",0
NULL,2021-04-19,"Menarik untuk mencatat di sini apa saja yang berbeda pada pembelajaran jarak jauh dan pembelajaran tatap muka. Apa saja yang hanya terjadi dalam pembelajaran daring, tidak pada pembelajaran tatap muka?",0
NULL,2021-04-19,"Walau ada saja drama pembelajaran daring, saya mencoba untuk santai, tidak perlu memasukkan di hati. Anggap saja selingan kehidupan, toh pada kenyataannya kita memang tak bisa mengontrol semuanya, apalagi mengontrol orang lain.",0
NULL,2021-04-19,"@ernestprakasa Kalo misal bang ada berita, dibeberapa daerah ratusan siswa mendapatkan nilai ujian jauh dibawah kkm saat ditanya alasan karna terkendala saat pembelajaran daring. Yg harus disadarkan siapa bang kalo kayak gitu?",1
NULL,2021-04-19,"Banyak Siswa Putus Sekolah karena Pembelajaran Daring https://t.co/Poyc8MXWmZ",1
NULL,2021-04-19,"SMKN 1 Depok mulai hari ini gelar pembelajaran tatap muka. https://t.co/V0TcxexQi3",0
NULL,2021-04-19,"@UPIfess Aku musik, ngontrak perencanaan pembelajaran semester ini. Prakteknya online termasuk tugasnya bikin video pembelajaran daring",0
NULL,2021-04-19,"Mulai hari ini sejumlah sekolah di DIY mulai uji coba pembelajaran tatap muka. https://t.co/QcQECByvD8",0
NULL,2021-04-19,"#Pembelajaran Daring adalah Solusi Belajar - https://t.co/nQpKcRe9fQ - https://t.co/nQpKcRe9fQ #KBBI https://t.co/LvB8qQBIUs",0
NULL,2021-04-19," Berdasar hasil survei, selama proses pembelajaran secara daring dilakukan kasus Kekerasan Dalam Rumah Tangga (KDRT) di Kota Malang mengalami peningkatan, “Selanjutnya, survei menyampaikan bahwa KDRT meningkat,” tuturnya. That s damning to hear.. https://t.co/AMsDeOJpYG",1
NULL,2021-04-19,"Anggota Komisi E DPRD Jawa Timur yang membidangi pendidikan, Deni Wicaksono mangatakan bahwa pembelajaran tatap muka melahirkan experience yang berbeda dibanding daring. https://t.co/TDP6zcxrDd",0
NULL,2021-04-19,"Pengalaman suka dan duka guru mengajar daring dan luring di masa pandemi sudah pernah kita dengarkan. Namun, selalu ada hikmah baru dari cerita-cerita baru yang dituturkan para guru. Ikuti Eksakta edisi Guru Berbagi Praktik Baik Pembelajaran di Suara Edukasi.#eksakta https://t.co/TldFqJrRlH",0
NULL,2021-04-19,"@ernestprakasa I am a big of fan of yours. But please dibaca dulu beritanya sblm ngetweet. Sekolah itu belum buka pembelajaran offline. Semuanya masih daring. Tp gurunya itu WFO, WFO ini berlaku ke semua lapisan masyarakat skrg. Bahkan anda juga pelaku kreatif. Jd resikonya semua sama....",0
NULL,2021-04-19,"Nah, program unggulan dari @DiktiVokasi salah satunya adalah Program Wirausaha Mahasiswa.Selain itu, masih ada beberapa program lainnya yang tidak kalah keren lho.Info lebih lanjut, #SobatVokasi bisa kunjungi link berikut:https://t.co/gHhAXm2ZYg",0
NULL,2021-04-19,"Utk itu, kami mengajak Unparian utk berpartisipasi dlm pengisian Angket Survei Pembelajaran Daring Unpar yang dapat diakses dengan akun email mhs Unpar melalui tautan *https://t.co/n9et9BwYOL* sampai hari Senin, 26 April 2021. Tersedia souvenir menarik untuk 25 responden terpilih",0
NULL,2021-04-19,"Dikatakan Arif, perkembangan teknologi yang begitu pesat seperti saat ini cukup membantu masyarakat, termasuk di tengah pembelajaran daring sekolah.#YukJanganMudik @mahesatiwi @BiLLRaY2019 @Paltiwest @LOVE_AG4EVER @ChusnulCh__ @Dennysiregar7 @seruanhl @YRadianto",0
NULL,2021-04-19,"[REGISTRASI ULANG KUOTA PENDIDIKAN KEMENDIKBUD]Pandemi covid-19 berakibat adanya pembelajaran jarak jauh (PJJ) yang dilakukan secara daring oleh karena itu KEMENDIKBUD dalam memberikan subsidi kuota bagi seluruh lembaga pendidikan termasuk UNY dalam pembelajaran daring. https://t.co/pwdQxIT4EV",0
NULL,2021-04-18,"[Cm] Hi kalian yang jurusan pendidikan, RPP pembelajaran daring rata² emang 1 lembar ya, dosenku minta yang rinci kayak rpp tahun² dulu, tapi aku cari rata² udah 1 lembar. Kalau rpp daring kalian gmn?? Terimakasih dan selamat malam🙏",0
NULL,2021-04-18,"-ness wdyt jika mayoritas artikel di jurnal mengatakan  pembelajaran daring efektif untuk meningkatkan kemampuan siswa  ?",0
NULL,2021-04-18,"didik harus mencari daerah yang cocok di gunakan dalam pembelajaran daring.Kendala di atas banyak meresahkan pendidik, orang tua bahkan siswa itu sendiri.@AsriRhyadiMuhammad Rizky 28F",0
NULL,2021-04-18,"Judul Skripsi:Hubungan antara pembelajaran daring dengan penurunan pendapatan tukang cukur.",0
NULL,2021-04-18,"@nadhputrii di tambah daring yg pembelajaran nya kurang efektif, kalo bener rejeki aku, aku bakalan pake buat bljr saintek dgn bijak! sekali lagi terimakasih kaa🤗💝",1
NULL,2021-04-18,"Polling untuk orang tua - Apakah saudara siap  bila Pembelajaran Tatap Muka Terbatas (Kombinasi Tatap Muka dan Daring) SMA dibuka ?",0
NULL,2021-04-18,"Pandemi Covid-19 ini harus menjadi titik balik perubahan paradigma dan perilaku dunia pendidikan di Indonesia. Pandemi Covid-19 bukan lagi sekadar perubahan metode belajar dari pembelajaran luring ke daring atau pembelajaran jarak jauh (PJJ).  https://t.co/C7va4sMNqB",0
NULL,2021-04-18,"Besok udah mulai masuk kerja. Daring lagi. Bikin video pembelajaran dan ngoreksi lagi. Okesip.",0
NULL,2021-04-18,"[ SELAMAT MENEMPUH UJIAN TENGAH SEMESTER DENGAN SISTEM DARING ]Halo, sahabat FEMA!“Sukses bukanlah kebetulan, ia terbentuk dari kerja keras, ketekunan, pembelajaran, pengorbanan, dan yang paling penting cinta akan hal yang sedang atau ingin kamu lakukan” -Pele Ingat usaha https://t.co/WOfTQAI1yK",0
NULL,2021-04-18,"[PRESS RELEASE ACCOUNTING HEROES]Halo, Heroes! 🦸🏻‍♀️🦸🏻‍♂️Telah dilaksanakan kegiatan mengajar secara daring dengan memberikan video pembelajaran bagi adik-adik di Rumah Baca Asma Nadia🏡 https://t.co/eIRwlAry3F",0
NULL,2021-04-18,"Pembelajaran jarak jauh selama pandemi menimbulkan sejumlah persoalan. Unicef menemukan sekitar 938 anak keluarga miskin terpaksa putus sekolah karena keterbatasan akses belajar daring. Selain itu, risiko kekerasan pada anak meningkat. #AnalisisDatahttps://t.co/tYKz70W6LD",1
NULL,2021-04-18,"@collegemenfess pembelajaran tatap muka, ujian daring 🙏🏻",0
NULL,2021-04-18,"Rencananya sekitar bulan juli besok pembelajaran udah mulai tatap muka lagi nih. Menurut kalian lebih enak tatap muka atau tetep daring aja? [cm] https://t.co/pjKaF2FhuV",0
NULL,2021-04-18,"@YourEgoKiller @fad_ramadhan @kiki_amalia @ProfesorZubairi Belum ada formulasi pembelajaran yg efektif buat ngatasin kasus ini, kecuali dari diri sendiri dan orang tua pelajar. Guru dan pemerintah sulit mengontrol kalo kondisinya terus daring",1
NULL,2021-04-17,"Pembelajaran daring bisa menjadi salah satu solusi yang tepat untuk mencegah penyebaran COVID-19. Meski demikian, orang-orang belum terbiasa dengan sistem seperti ini.",0
NULL,2021-04-17," ngapunten nggih bu niki kulo disambi nunut kyai og bu. Niki luwih penting bu, Kulo sampun nge cht ing room cht mung ra digagas.   Kata tmn wPak bu dosen pembelajaran daring mohon mengerti napa kalo mahasiswa nya kuliah bari disambi.",1
NULL,2021-04-17,"Pembelajaran daring yang telah berjalan lebih dari setahun ini tentunya menjadi ujian tersendiri bagi siswa, tak terkecuali guru dan tenaga kependidikan lainnya. Hal ini diharapkan tidak memunculkan permasalahan baru dalam dunia pendidikan yang sudah  penuh  dengan permasalahan.",1
NULL,2021-04-17,"Ramadhan Berkah,  Kang H.Erwin berbagi beberapa UNIT HP untuk media Pembelajaran Daring bagi siswa yatim dhuafa di Kota Bandung . Semoga kita semua mendapatkan keberkahan di bulan Suci ini. #PKBBerbagi https://t.co/n6CVkPgPt6",0
NULL,2021-04-17,"Pembelajaran daring tidak menghentikan universitas untuk memungut biaya UKT dan membuat beberapa pihak merasa dirugikan. Penerapan pendidikan tinggi gratis menjadi sebuah angan untuk mendapatkan pendidikan merata. Namun, apakah mungkin?",1
NULL,2021-04-17,"Benar sekali!! Pembelajaran saat ini bukan terobosan, mekanisme belajar offline yg ada saja sudah usang, sedangkan mekanisme belajar daring diperparah dengan pola belajar tatap muka dipindahkan ke platform digital dan konten masih sarat dengan hal yg unpractical ini perlu dirubah https://t.co/O7jYZAHS7k",1
NULL,2021-04-17,"Sehubungan dengan penyelenggaraan pembelajaran yang telah dilaksanakan dengan metode daring selama satu tahun di perguruan tinggi, Kementerian Pendidikan dan Kebudayaan melakukan survei satu tahun pelaksanaan pembelajaran jarak jauh",0
NULL,2021-04-17,"@Ruwans91 @bbpulk @PNS_Ababil CPNS guru tidak dapat Tukin, dapet tpp harus PPG dulu, naik tingkat harus paketan tidak otomatis, harus ikut Diklat banyak, menyiapkan perangkat pembelajaran dan 1 lagi tidak boleh meninggalkan siswaApalagi sekarang pembelajaran daring makin tambah sajaa maslaah nya 😂😂",1
NULL,2021-04-17,"@Doneh Ncen pembelajaran daring, usum piros",1
NULL,2021-04-17,"Pembelajaran tatap muka akan dimulai kembali pada Juli mendatang.#pendidikan #madrasah #pendidikannasional #lampung #daring #lamposcohttps://t.co/L7CcAFyb11",0
NULL,2021-04-17,"Alhamdulillah Allah dengar doa kuuuuu, disaat laki kerja masuk pagi, tiba tiba dapat wa kepsek kalo pembelajaran kembali daring, walopun seminggu alhamdulillah kali ya Allah huhuhuhu",0
NULL,2021-04-17,"Pembelajaran jarak jauh selama pandemi menimbulkan sejumlah persoalan. Unicef menemukan sekitar 938 anak keluarga miskin terpaksa putus sekolah karena keterbatasan akses belajar daring. Selain itu, risiko kekerasan pada anak meningkat. #AnalisisDatahttps://t.co/tYKz70W6LD",1
NULL,2021-04-17,"Efektivitas Kombinasi Pembelajaran Daring-Luring di Masa Pandemi https://t.co/Cl0AOZspVE",1
NULL,2021-04-17,"@jujurbagung @Callmehuang @AdimasRangga @CNNIndonesia Mungkin maksud masnya ingin pak menteri mewajibkan tingkat SMP, SMA dan seterusnya yang memakai pembelajaran daring. Anak PAUD/TK/SD belum efektif jika daring, mungkin disekitarmya ada guru yg memberi tugas di WAg. Meski gk semua tingkat smp kebawah begitu.",1
NULL,2021-04-17,"@ngalamfess PTN, universitas dengan pembelajaran daring yg bagus, mahasiswanya harus mandiri, kuliah hari Minggu ajaa",1
NULL,2021-04-17,"Les privat 2 jadwal2 pelatihan daring1 tugas pelatihan daring1 aplikasi pembelajaran yg itu wajib diselesaikan untuk Latsar Hectic sekali weekend ini, bismillahirrahmanirrahim.. weekend produktif 💪",1
NULL,2021-04-16,"Ramadhan Berkah,  Kang H.Erwin berbagi beberapa UNIT HP untuk media Pembelajaran Daring bagi siswa yatim dhuafa di Kota Bandung.Semoga kita semua mendapatkan keberkahan di bulan Suci ini. .@DPP_PKB @dpwpkbjabar @cakimiNOW @SyaifulHooda @jamaludin190680 @DPRDKotaBandung https://t.co/om6qEIImmL",0
NULL,2021-04-16,"@fauzanalrasyid sisi segi anak2 indonesia akan mengalami pembelajaran secara daring dan yaa stlh lulus sekolah itu msh bimbang dg pilihan nya akankah melanjutkan ke jenjang lebih tinggi, atau bekerja bahkan ada yg rela pupus sekolah karna keadaan ekonomi keluarga",1
NULL,2021-04-16,"❗❗❗BUAT TUGAS❗❗❗kalian selama pembelajaran daring ini apasih yg perlu diperbaiki? kek yang kalian keluh kesahkan",1
NULL,2021-04-16,"Sesuai dengan pengumuman tersebut, diharapkan KBMKM mengisi survey melalui link: https://t.co/WX5LJSe2rfSekian info dari kami, tetap semangat dan sukses terus ya!🌻Divisi Kesejahteraan Mahasiswa HIMA KBMKM UNSOED#LenteraJingga",1
NULL,2021-04-16,"Direktorat Jenderal Pendidikan Tinggi Kementerian Pendidikan dan Kebudayaan mengadakan survey sebagai bahan kajian terhadap kebijakan pembelajaran daring selanjutnya.Link Pengumuman Survey Satu Tahun Pelaksanaan Daring: https://t.co/ntw6Zg6pkg",1
NULL,2021-04-16,"[SURVEY SATU TAHUN PEMBELAJARAN DARING]Halo KBMKM!😊✨Gimana nih kabarnya? Semoga selalu dalam kondisi sehat ya! Gak terasa ya kita sudah menjalani pembelajaran daring selama satu tahun. Nah, sehubungan dengan hal tersebut, https://t.co/Pc8MqmlLle",1
NULL,2021-04-16,"@yopisland buat apa cb ngelakuin kaya gitu. klo buat dosa y udh jgn ngajak2 org lain jg. takut bgt makanya gw selama pembelajaran daring kaya gini :(",1
NULL,2021-04-16,"#SahabatMatika , Bincang bincang Seputar Matematika (#BisMat ) Edisi 2 telah berlangsung, Jumat (16/4/2021) secara daring.Tiga pembicara berkolaborasi menyajikan materi Pembelajaran Berdiferensiasi di Kelas Matematika. https://t.co/G1qOLAu5D8",1
NULL,2021-04-16,"Hari ini Wali Kota Surabaya Eri Cahyadi melakukan simulasi pembelajaran tatap muka. Pembelajaran tatap muka ini dikuti oleh 18 siswa dari beberapa sekolah SMP di Surabaya. Selain itu juga diikuti ribuan siswa lain melalui daring, yaitu Zoom dan Youtube Live https://t.co/LVF6TeUsaI",1
